"Refprod";"Nomprod";"NoFour";"CodeCateg";"NoSousCateg";"QteParUnit";"PrixUnit";"UnitesStock";"UnitesCom";"NiveauReap";"Indisponible"
1138;"Pâtes sèches, au blé complet, crues";34;39;31240;"1";9,22 €;100;0;0;0
1139;"Pâtes sèches, sans gluten, crues";34;39;31241;"1";9,22 €;100;0;0;0
1140;"Vermicelle de riz, sèche";34;39;31242;"1";3,89 €;100;0;0;0
1141;"Vermicelle de soja, sèche";34;39;31243;"1";13,66 €;100;0;0;0
1142;"Gnocchi à la pomme de terre, cru";34;39;31244;"1";3,09 €;100;0;0;0
1143;"Gnocchi à la semoule, cru";34;39;31245;"1";4,99 €;100;0;0;0
1144;"Frik (blé dur immature concassé), cru";34;39;31246;"1";4,99 €;100;0;0;0
1145;"Pain (aliment moyen)";34;38;31347;"1";3,66 €;100;0;0;0
1146;"Pain, baguette, courante";34;38;31348;"1";5,11 €;100;0;0;0
1147;"Pain, baguette ou boule, au levain";34;38;31349;"1";4,76 €;100;0;0;0
1148;"Pain, baguette, de tradition française";34;38;31350;"1";3,43 €;100;0;0;0
1149;"Pain, baguette ou boule, bis (à la farine T80 ou T110) ";34;38;31351;"1";3,51 €;100;0;0;0
1150;"Pain courant français, 400g ou boule";34;38;31352;"1";3,85 €;100;0;0;0
1151;"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)";34;38;31353;"1";16,02 €;100;0;0;0
1152;"Pain, baguette ou boule, de campagne";34;38;31354;"1";5,11 €;100;0;0;0
1153;"Pain complet ou intégral (à la farine T150)";34;38;31355;"1";4,99 €;100;0;0;0
1154;"Pain de mie, complet";34;38;31356;"1";5,11 €;100;0;0;0
1155;"Pain de mie, au son";34;38;31357;"1";7,47 €;100;0;0;0
1156;"Pain de mie, multicéréale";34;38;31358;"1";7,66 €;100;0;0;0
1157;"Pain au son";34;38;31359;"1";10,71 €;100;0;0;0
1158;"Pain de seigle, et froment";34;38;31360;"1";3,85 €;100;0;0;0
1159;"Pain, sans gluten";34;38;31361;"1";8,42 €;100;0;0;0
1160;"Pain, baguette, sans sel";34;38;31362;"1";8,42 €;100;0;0;0
1161;"Pain panini";34;38;31363;"1";3,09 €;100;0;0;0
1162;"Pain pita";34;38;31364;"1";14,92 €;100;0;0;0
1163;"Pain de mie, courant";34;38;31365;"1";9,03 €;100;0;0;0
1164;"Pain de mie, sans croûte, préemballé";34;38;31366;"1";3,64 €;100;0;0;0
1165;"Pain de mie brioché, préemballé";34;38;31367;"1";3,64 €;100;0;0;0
1166;"Pain, baguette ou boule, aux céréales et graines, artisanal";34;38;31368;"1";10,84 €;100;0;0;0
1167;"Muffin anglais, complet, petit pain spécial, préemballé";34;38;31369;"1";3,76 €;100;0;0;0
1168;"Muffin anglais, petit pain spécial, préemballé";34;38;31370;"1";3,41 €;100;0;0;0
1169;"Bagel";34;38;31371;"1";16,17 €;100;0;0;0
1170;"Pain pour hamburger ou hot dog (bun), préemballé";34;38;31372;"1";9,59 €;100;0;0;0
1171;"Pain blanc maison (avec farine pour machine à pain)";34;38;31373;"1";3,74 €;100;0;0;0
1172;"Pain de campagne maison (avec farine pour machine à pain)";34;38;31374;"1";9,59 €;100;0;0;0
1173;"Pain pour hamburger ou hot dog (bun), complet, préemballé";34;38;31375;"1";3,76 €;100;0;0;0
1174;"Tortilla souple (à garnir), à base de maïs";34;38;31376;"1";3,64 €;100;0;0;0
1175;"Tortilla souple (à garnir), à base de blé";34;38;31377;"1";3,76 €;100;0;0;0
1176;"Blini";34;38;31378;"1";6,12 €;100;0;0;0
1177;"Pain grillé, domestique";34;38;31379;"1";6,31 €;100;0;0;0
1178;"Biscotte classique";34;38;31380;"1";9,36 €;100;0;0;0
1179;"Biscotte briochée";34;38;31381;"1";3,86 €;100;0;0;0
1180;"Biscotte sans adjonction de sel";34;38;31382;"1";7,07 €;100;0;0;0
1181;"Biscotte multicéréale";34;38;31383;"1";7,07 €;100;0;0;0
1182;"Biscotte complète ou riche en fibres";34;38;31384;"1";8,15 €;100;0;0;0
1183;"Crackers de table au froment";34;38;31385;"1";8,49 €;100;0;0;0
1184;"Galette de riz soufflé complet";34;38;31386;"1";6,85 €;100;0;0;0
1185;"Galettes multicéréales soufflées";34;38;31387;"1";2,84 €;100;0;0;0
1186;"Pain grillé, tranches, au froment";34;38;31388;"1";2,84 €;100;0;0;0
1187;"Pain grillé brioché, tranché, préemballé";34;38;31389;"1";12,06 €;100;0;0;0
1188;"Pain grillé suédois au froment";34;38;31390;"1";2,96 €;100;0;0;0
1189;"Pain grillé suédois aux graines de lin";34;38;31391;"1";1,87 €;100;0;0;0
1190;"Tartine craquante, extrudée et grillée";34;38;31392;"1";11,15 €;100;0;0;0
1191;"Pain grillé suédois au blé complet";34;38;31393;"1";12,72 €;100;0;0;0
1192;"Pain grillé suédois aux fruits";34;38;31394;"1";9,45 €;100;0;0;0
1193;"Pain grillé, tranches, multicéréale";34;38;31395;"1";7,16 €;100;0;0;0
1194;"Croûtons";34;38;31396;"1";2,96 €;100;0;0;0
1195;"Croûtons à tartiner";34;38;31397;"1";2,84 €;100;0;0;0
1196;"Croûtons nature, préemballés";34;38;31398;"1";2,96 €;100;0;0;0
1197;"Chapelure";34;38;31399;"1";5,32 €;100;0;0;0
1198;"Gressins";34;38;31400;"1";5,51 €;100;0;0;0
1199;"Croûton à l'ail aux fines herbes ou aux oignons, préemballé";34;38;31401;"1";8,56 €;100;0;0;0
1200;"Pain brioché ou viennois";34;38;31402;"1";14,02 €;100;0;0;0
1201;"Viennoiserie (aliment moyen)";34;38;31403;"1";6,27 €;100;0;0;0
1202;"Croissant, sans précision";34;38;31404;"1";6,27 €;100;0;0;0
1203;"Croissant ordinaire, artisanal";34;38;31405;"1";8,15 €;100;0;0;0
1204;"Croissant au beurre, artisanal";34;38;31406;"1";10,06 €;100;0;0;0
1205;"Croissant aux amandes, artisanal";34;38;31407;"1";2,64 €;100;0;0;0
1206;"Pain au lait, artisanal";34;38;31408;"1";4,54 €;100;0;0;0
1207;"Pain au lait, préemballé";34;38;31409;"1";4,54 €;100;0;0;0
1208;"Pain au lait aux pépites de chocolat, préemballé";34;38;31410;"1";3,21 €;100;0;0;0
1209;"Pain aux raisins (viennoiserie)";34;38;31411;"1";4,66 €;100;0;0;0
1210;"Pain au chocolat feuilleté, artisanal";34;38;31412;"1";4,31 €;100;0;0;0
1211;"Pain au chocolat, préemballé";34;38;31413;"1";2,98 €;100;0;0;0
1212;"Brioche aux pépites de chocolat";34;38;31414;"1";12,74 €;100;0;0;0
1213;"Brioche fourrée au chocolat";34;38;31415;"1";3,40 €;100;0;0;0
1214;"Brioche fourrée aux fruits";34;38;31416;"1";11,51 €;100;0;0;0
1215;"Brioche fourrée crème pâtissière (type ""chinois""), préemballée";34;38;31417;"1";4,66 €;100;0;0;0
1216;"Brioche, préemballée";34;38;31418;"1";4,54 €;100;0;0;0
1217;"Brioche, sans précision";34;38;31419;"1";4,66 €;100;0;0;0
1218;"Brioche, de boulangerie traditionnelle";34;38;31420;"1";7,02 €;100;0;0;0
1219;"Couronne de Noël (Brioche) aux fruits confits, préemballée";34;38;31421;"1";7,21 €;100;0;0;0
1220;"Brioche pur beurre";34;38;31422;"1";10,26 €;100;0;0;0
1221;"Chouquette";34;38;31423;"1";3,40 €;100;0;0;0
1222;"Chausson aux pommes";34;38;31424;"1";7,97 €;100;0;0;0
1223;"Flocons d'avoine, bouillis/cuits à l'eau";34;7;31526;"1";7,97 €;100;0;0;0
1224;"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux";34;7;31527;"1";2,64 €;100;0;0;0
1225;"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux";34;7;31528;"1";9,93 €;100;0;0;0
1226;"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux";34;7;31529;"1";17,11 €;100;0;0;0
1227;"Céréales pour petit déjeuner (aliment moyen)";34;7;31530;"1";3,74 €;100;0;0;0
1228;"Muesli (aliment moyen)";34;7;31531;"1";3,74 €;100;0;0;0
1229;"Pétales de maïs natures, enrichis en vitamines et minéraux";34;7;31532;"1";13,31 €;100;0;0;0
1230;"Riz soufflé nature, enrichi en vitamines et minéraux";34;7;31533;"1";3,86 €;100;0;0;0
1231;"Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux";34;7;31534;"1";3,51 €;100;0;0;0
1232;"Pétales de blé chocolatés, enrichis en vitamines et minéraux";34;7;31535;"1";12,51 €;100;0;0;0
1233;"Pétales de blé chocolatés (non enrichis en vitamines et minéraux)";34;7;31536;"1";12,41 €;100;0;0;0
1234;"Riz soufflé chocolaté (non enrichi en vitamines et minéraux)";34;7;31537;"1";10,26 €;100;0;0;0
1235;"Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)";34;7;31538;"1";9,05 €;100;0;0;0
1236;"Pétales de maïs natures (non enrichis en vitamines et minéraux)";34;7;31539;"1";3,86 €;100;0;0;0
1237;"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux";34;7;31540;"1";3,74 €;100;0;0;0
1238;"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes";34;7;31541;"1";3,86 €;100;0;0;0
1239;"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux";34;7;31542;"1";6,22 €;100;0;0;0
1240;"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux";34;7;31543;"1";6,41 €;100;0;0;0
1241;"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux";34;7;31544;"1";9,46 €;100;0;0;0
1242;"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux";34;7;31545;"1";3,40 €;100;0;0;0
1243;"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux";34;7;31546;"1";7,17 €;100;0;0;0
1244;"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)";34;7;31547;"1";7,17 €;100;0;0;0
1245;"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)";34;7;31548;"1";10,25 €;100;0;0;0
1246;"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)";34;7;31549;"1";13,31 €;100;0;0;0
1247;"Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen)";34;7;31550;"1";11,98 €;100;0;0;0
1248;"Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen)";34;7;31551;"1";11,10 €;100;0;0;0
1249;"Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux)";34;7;31552;"1";12,40 €;100;0;0;0
1250;"Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)";34;7;31553;"1";10,87 €;100;0;0;0
1251;"Muesli croustillant au chocolat (non enrichi en vitamines et minéraux)";34;7;31554;"1";13,66 €;100;0;0;0
1252;"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux";34;7;31555;"1";13,54 €;100;0;0;0
1253;"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux";34;7;31556;"1";13,66 €;100;0;0;0
1254;"Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux";34;7;31557;"1";16,02 €;100;0;0;0
1255;"Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés";34;7;31558;"1";16,21 €;100;0;0;0
1256;"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux";34;7;31559;"1";19,26 €;100;0;0;0
1257;"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux";34;7;31560;"1";12,40 €;100;0;0;0
1258;"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux";34;7;31561;"1";16,97 €;100;0;0;0
1259;"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux";34;7;31562;"1";16,97 €;100;0;0;0
1260;"Muesli floconneux ou de type traditionnel";34;7;31563;"1";11,64 €;100;0;0;0
1261;"Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux)";34;7;31564;"1";10,07 €;100;0;0;0
1262;"Blé khorasan complet soufflé";34;7;31565;"1";10,84 €;100;0;0;0
1263;"Riz soufflé chocolaté, enrichi en vitamines et minéraux";34;7;31566;"1";12,74 €;100;0;0;0
1264;"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux";34;7;31567;"1";12,74 €;100;0;0;0
1265;"Céréales complètes soufflées, enrichies en vitamines et minéraux";34;7;31568;"1";11,41 €;100;0;0;0
1266;"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux";34;7;31569;"1";12,86 €;100;0;0;0
1267;"Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux)";34;7;31570;"1";12,51 €;100;0;0;0
1268;"Muesli enrichi en vitamines et minéraux (aliment moyen)";34;7;31571;"1";11,18 €;100;0;0;0
1269;"Flocon d'avoine précuit";34;7;31572;"1";10,30 €;100;0;0;0
1270;"Muesli non enrichi en vitamines et minéraux (aliment moyen)";34;7;31573;"1";11,60 €;100;0;0;0
1271;"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux";34;7;31574;"1";10,07 €;100;0;0;0
1272;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";34;7;31575;"1";12,86 €;100;0;0;0
1273;"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux";34;7;31576;"1";12,74 €;100;0;0;0
1274;"Barre céréalière diététique hypocalorique";34;7;31577;"1";12,86 €;100;0;0;0
1275;"Barre céréalière chocolatée";34;7;31578;"1";15,22 €;100;0;0;0
1276;"Barre céréalière aux fruits";34;7;31579;"1";15,41 €;100;0;0;0
1277;"Barre céréalière aux amandes ou noisettes";34;7;31580;"1";18,46 €;100;0;0;0
1278;"Tartine craquante, extrudée et grillée, fourrée au chocolat";34;7;31581;"1";11,60 €;100;0;0;0
1279;"Tartine craquante, extrudée et grillée, fourrée aux fruits";34;7;31582;"1";16,17 €;100;0;0;0
1280;"Macaron sec";34;7;31583;"1";16,17 €;100;0;0;0
1281;"Biscuit sec, sans précision";34;7;31584;"1";10,84 €;100;0;0;0
1282;"Biscuit sec nature";34;7;31585;"1";8,72 €;100;0;0;0
1283;"Biscuit sec à teneur garantie en vitamines";34;7;31586;"1";9,49 €;100;0;0;0
1284;"Biscuit sec à teneur garantie en vitamines et minéraux";34;7;31587;"1";11,39 €;100;0;0;0
1285;"Biscuit sec aux fruits, hyposodé";34;7;31588;"1";11,39 €;100;0;0;0
1286;"Biscuit sec croquant au chocolat, allégé en matière grasse";34;7;31589;"1";10,06 €;100;0;0;0
1287;"Biscuit sec fourré aux fruits, allégé en matière grasse";34;7;31590;"1";11,51 €;100;0;0;0
1288;"Spéculoos";34;7;31591;"1";11,16 €;100;0;0;0
1289;"Biscuit sec, avec matière grasse végétale";34;7;31592;"1";9,83 €;100;0;0;0
1290;"Biscuit sec, petits fours en assortiment";34;7;31593;"1";8,95 €;100;0;0;0
1291;"Biscuit sec petit beurre";34;7;31594;"1";10,25 €;100;0;0;0
1292;"Biscuit sec avec tablette de chocolat";34;7;31595;"1";8,72 €;100;0;0;0
1293;"Biscuit sec petit beurre au chocolat";34;7;31596;"1";11,51 €;100;0;0;0
1294;"Biscuit sec au lait";34;7;31597;"1";11,39 €;100;0;0;0
1295;"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse";34;7;31598;"1";11,51 €;100;0;0;0
1296;"Biscuit sec pour petit déjeuner";34;7;31599;"1";13,87 €;100;0;0;0
1297;"Biscuit sec pour petit déjeuner, allégé en sucres";34;7;31600;"1";14,06 €;100;0;0;0
1298;"Biscuit sec chocolaté, préemballé";34;7;31601;"1";17,11 €;100;0;0;0
1299;"Biscuit sec fourré à la pâte ou purée de fruits";34;7;31602;"1";10,25 €;100;0;0;0
1300;"Biscuit sec avec nappage chocolat";34;7;31603;"1";14,82 €;100;0;0;0
1301;"Barre biscuitée fourrée aux fruits, allégée en matière grasse";34;7;31604;"1";14,82 €;100;0;0;0
1302;"Biscuit sec pour petit déjeuner, au chocolat";34;7;31605;"1";9,49 €;100;0;0;0
1303;"Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux";34;7;31606;"1";7,92 €;100;0;0;0
1304;"Biscuit sec au beurre, sablé, galette ou palet";34;7;31607;"1";8,69 €;100;0;0;0
1305;"Biscuit sec au beurre, sablé, galette ou palet, au chocolat";34;7;31608;"1";10,59 €;100;0;0;0
1306;"Biscuit sec chocolaté, type barquette";34;7;31609;"1";10,59 €;100;0;0;0
1307;"Biscuit sec chocolaté, type tartelette";34;7;31610;"1";9,26 €;100;0;0;0
1308;"Biscuit sec chocolaté, type galette";34;7;31611;"1";10,71 €;100;0;0;0
1309;"Biscuit sec, sablé, galette ou palet, aux fruits";34;7;31612;"1";10,36 €;100;0;0;0
1310;"Biscuit sec fourré fruits à coque (non ou légèrement chocolaté)";34;7;31613;"1";9,03 €;100;0;0;0
1311;"Florentin (biscuit sec sucré chocolaté aux amandes)";34;7;31614;"1";8,15 €;100;0;0;0
1312;"Biscuit pâtissier meringué";34;7;31615;"1";9,45 €;100;0;0;0
1313;"Sablé à la noix de coco";34;7;31616;"1";7,92 €;100;0;0;0
1314;"Sablé pâtissier";34;7;31617;"1";10,71 €;100;0;0;0
1315;"Sablé aux fruits (pomme, fruits rouges, etc.)";34;7;31618;"1";10,59 €;100;0;0;0
1316;"Sablé au cacao ou chocolat, au praliné ou autre";34;7;31619;"1";10,71 €;100;0;0;0
1317;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";34;7;31620;"1";13,07 €;100;0;0;0
1318;"Goûter sec fourré (""sandwiché"") parfum chocolat";34;7;31621;"1";13,26 €;100;0;0;0
1319;"Goûter sec fourré (""sandwiché"") parfum fruits";34;7;31622;"1";16,31 €;100;0;0;0
1320;"Gaufrette ou éventail sans fourrage";34;7;31623;"1";9,45 €;100;0;0;0
1321;"Gaufrette fourrée chocolat, préemballée";34;7;31624;"1";14,02 €;100;0;0;0
1322;"Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée";34;7;31625;"1";14,02 €;100;0;0;0
1323;"Gaufrette, fourrée vanille, préemballée";34;7;31626;"1";8,69 €;100;0;0;0
1324;"Gaufrette fourrée, aux fruits";34;7;31627;"1";9,62 €;100;0;0;0
1325;"Cigarette";34;7;31628;"1";10,39 €;100;0;0;0
1326;"Crêpe dentelle";34;7;31629;"1";12,29 €;100;0;0;0
1327;"Crêpe dentelle au chocolat, préemballée";34;7;31630;"1";12,29 €;100;0;0;0
1328;"Biscuit sec aux œufs à la cuillère (cuiller) ou Boudoir";34;7;31631;"1";10,96 €;100;0;0;0
1329;"Biscuit sec type langue de chat ou cigarette russe";34;7;31632;"1";12,41 €;100;0;0;0
1330;"Meringue";34;7;31633;"1";12,06 €;100;0;0;0
1331;"Biscuit sec ou tuile, aux amandes";34;7;31634;"1";10,73 €;100;0;0;0
1332;"Biscuit sec type tuile, aux fruits";34;7;31635;"1";9,85 €;100;0;0;0
1333;"Biscuit sec feuilleté, type palmier ou autres";34;7;31636;"1";11,15 €;100;0;0;0
1334;"Palmier, artisanal";34;7;31637;"1";9,62 €;100;0;0;0
1335;"Biscuit sec (génoise) nappage aux fruits, type barquette";34;7;31638;"1";12,41 €;100;0;0;0
1336;"Biscuit sec nappé aux fruits, tartelette";34;7;31639;"1";12,29 €;100;0;0;0
1337;"Biscuit moelleux fourré à l'orange et enrobé de sucre glace";34;7;31640;"1";12,41 €;100;0;0;0
1338;"Cookie aux pépites de chocolat";34;7;31641;"1";14,77 €;100;0;0;0
1339;"Cône ou cornet classique, pour glace";34;7;31642;"1";14,96 €;100;0;0;0
1340;"Génoise sèche fourrée aux fruits et nappée de chocolat";34;7;31643;"1";18,01 €;100;0;0;0
1341;"Biscuit sec pauvre en glucides";34;7;31644;"1";11,15 €;100;0;0;0
1342;"Pop-corn ou Maïs éclaté, à l'huile, salé";34;7;31645;"1";15,72 €;100;0;0;0
1343;"Pop-corn ou Maïs éclaté, à l'air, non salé";34;7;31646;"1";15,72 €;100;0;0;0
1344;"Pop-corn ou Maïs éclaté, au caramel";34;7;31647;"1";10,39 €;100;0;0;0
1345;"Chips de crevette";34;7;31648;"1";8,82 €;100;0;0;0
1346;"Chips de maïs ou tortilla chips";34;7;31649;"1";9,59 €;100;0;0;0
1347;"Biscuit apéritif soufflé, à base de pomme de terre";34;7;31650;"1";11,49 €;100;0;0;0
1348;"Biscuit apéritif, mini bretzel ou sticks";34;7;31651;"1";11,49 €;100;0;0;0
1349;"Biscuit apéritif soufflé, à base de pomme de terre et de soja";34;7;31652;"1";10,16 €;100;0;0;0
1350;"Biscuit apéritif (aliment moyen)";34;7;31653;"1";11,61 €;100;0;0;0
1351;"Biscuit apéritif soufflé, à base de maïs, sans cacahuète";34;7;31654;"1";11,26 €;100;0;0;0
1352;"Biscuit apéritif, crackers, garni ou fourré, au fromage";34;7;31655;"1";9,93 €;100;0;0;0
1353;"Biscuit apéritif, crackers, nature";34;7;31656;"1";9,05 €;100;0;0;0
1354;"Biscuit apéritif, crackers, nature, allégé en matière grasse";34;7;31657;"1";10,35 €;100;0;0;0
1355;"Biscuit apéritif soufflé, à base de maïs, à la cacahuète";34;7;31658;"1";8,82 €;100;0;0;0
1356;"Biscuit apéritif à base de pomme de terre, type tuile salée";34;7;31659;"1";11,61 €;100;0;0;0
1357;"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif";34;7;31660;"1";11,49 €;100;0;0;0
1358;"Biscuit apéritif feuilleté";34;7;31661;"1";11,61 €;100;0;0;0
1359;"Crêpe dentelle (pour apéritif) au fromage, préemballée";34;7;31662;"1";13,97 €;100;0;0;0
1360;"Gâteau (aliment moyen)";34;24;1360;"1";14,16 €;100;0;0;0
1361;"Gâteau Paris-Brest (pâte à choux crème mousseline praliné)";34;24;1361;"1";17,21 €;100;0;0;0
1362;"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)";34;24;1362;"1";10,35 €;100;0;0;0
1363;"Gâteau mousse de fruits sur génoise, type miroir, bavarois";34;24;1363;"1";14,92 €;100;0;0;0
1364;"Entremets type Opéra";34;24;1364;"1";14,92 €;100;0;0;0
1365;"Fraisier ou framboisier";34;24;1365;"1";9,59 €;100;0;0;0
1366;"Baba au rhum, préemballé";34;24;1366;"1";6,62 €;100;0;0;0
1367;"Canelé";34;24;1367;"1";7,39 €;100;0;0;0
1368;"Macaron moelleux fourré à la confiture ou à la crème";34;24;1368;"1";9,29 €;100;0;0;0
1369;"Bûche de Noël pâtissière";34;24;1369;"1";9,29 €;100;0;0;0
1370;"Brownie au chocolat";34;24;1370;"1";7,96 €;100;0;0;0
1371;"Rocher coco ou Congolais (petit gâteau à la noix de coco)";34;24;1371;"1";9,41 €;100;0;0;0
