"NoTicket";"Refprod";"PrixUnit";"Qte";"Remise%"
22721;7;22,87 €;3;0,00
22721;24;3,35 €;4;0,00
22722;19;7,01 €;4;0,05
22722;60;25,92 €;3;0,05
22722;71;16,46 €;4;0,05
22723;20;49,39 €;3;0,05
22723;33;1,52 €;3;0,05
22723;60;20,73 €;3;0,00
22723;132;9,72 €;3;0,00
22723;133;9,91 €;4;0,00
22723;134;10,10 €;5;0,00
22723;135;10,67 €;3;0,00
22723;136;10,67 €;4;0,00
22723;137;10,67 €;5;0,00
22724;66;10,37 €;3;0,00
22724;68;7,62 €;3;0,00
22725;16;10,67 €;3;0,15
22725;35;10,98 €;4;0,15
22725;46;7,32 €;3;0,00
22725;59;33,54 €;3;0,15
22725;63;26,83 €;4;0,15
22726;1;10,98 €;4;0,15
22726;23;5,49 €;3;0,00
22727;1;10,98 €;4;0,00
22727;21;6,10 €;3;0,10
22727;28;27,75 €;3;0,10
22727;36;11,59 €;4;0,10
22727;40;11,28 €;4;0,10
22728;19;5,49 €;4;0,20
22728;34;8,54 €;3;0,20
22728;57;11,89 €;4;0,20
22729;15;11,89 €;4;0,05
22729;28;34,76 €;4;0,05
22730;30;19,67 €;4;0,00
22730;66;12,96 €;3;0,00
22731;33;1,83 €;3;0,10
22731;62;37,50 €;4;0,10
22732;52;5,34 €;3;0,00
22732;58;10,06 €;3;0,00
22733;68;9,45 €;4;0,00
22734;17;29,73 €;3;0,00
22734;46;9,15 €;4;0,00
22735;22;16,01 €;4;0,00
22735;31;9,45 €;4;0,00
22735;60;25,92 €;4;0,00
22735;71;16,46 €;4;0,00
22736;62;37,50 €;4;0,00
22736;70;11,43 €;4;0,00
22737;13;4,57 €;3;0,25
22737;43;35,06 €;3;0,25
22737;60;25,92 €;3;0,25
22737;71;16,46 €;3;0,25
22738;41;7,32 €;3;0,10
22739;31;9,45 €;4;0,00
22739;36;14,48 €;4;0,00
22740;11;16,01 €;2;0,10
22740;57;14,94 €;3;0,00
22740;59;41,92 €;2;0,10
22740;77;9,91 €;3;0,10
22741;47;7,32 €;3;0,00
22742;17;23,78 €;2;0,00
22742;28;27,75 €;2;0,00
22742;43;28,05 €;3;0,00
22743;26;23,78 €;3;0,00
22743;53;25,00 €;2;0,00
22744;31;7,62 €;2;0,00
22744;39;10,98 €;2;0,00
22744;49;12,20 €;2;0,00
22745;2;11,59 €;2;0,15
22745;10;23,63 €;3;0,00
22745;16;10,67 €;2;0,15
22745;44;11,89 €;3;0,15
22745;78;16,77 €;2;0,00
22746;36;14,48 €;2;0,00
22746;52;5,34 €;3;0,00
22747;12;23,17 €;3;0,00
22747;16;10,67 €;3;0,00
22747;64;20,28 €;3;0,00
22747;74;6,10 €;2;0,00
22748;7;22,87 €;3;0,00
22748;13;4,57 €;2;0,00
22749;40;14,03 €;2;0,05
22749;42;10,67 €;2;0,05
22749;51;40,40 €;2;0,05
22750;13;4,57 €;3;0,00
22750;22;16,01 €;2;0,00
22750;46;9,15 €;3;0,00
22751;17;23,78 €;3;0,00
22751;28;27,75 €;3;0,00
22751;43;28,05 €;4;0,00
22752;37;15,85 €;4;0,00
22752;54;4,57 €;4;0,00
22752;62;30,03 €;3;0,00
22753;45;7,32 €;3;0,00
22753;53;25,00 €;4;0,00
22753;67;10,67 €;3;0,00
22754;17;29,73 €;4;0,05
22754;31;9,45 €;4;0,05
22754;55;18,29 €;3;0,05
22755;10;23,63 €;3;0,15
22755;56;28,97 €;4;0,15
22755;65;16,01 €;4;0,15
22756;11;16,01 €;4;0,00
22756;17;29,73 €;4;0,05
22756;29;94,37 €;4;0,05
22756;65;16,01 €;4;0,05
22756;70;11,43 €;4;0,05
22757;11;16,01 €;4;0,25
22758;41;7,32 €;4;0,00
22758;70;11,43 €;4;0,00
22759;7;22,87 €;4;0,00
22759;13;4,57 €;3;0,00
22760;49;15,24 €;3;0,00
22761;24;2,74 €;4;0,15
22761;55;14,64 €;3;0,15
22761;74;6,10 €;3;0,00
22762;31;7,62 €;3;0,05
22763;18;38,11 €;3;0,00
22763;23;5,49 €;4;0,00
22763;64;20,28 €;4;0,00
22764;2;14,48 €;4;0,00
22764;21;7,62 €;4;0,00
22764;53;25,00 €;4;0,00
22764;61;21,65 €;3;0,00
22765;56;28,97 €;4;0,20
22765;63;33,54 €;3;0,20
22765;75;5,95 €;3;0,20
22766;53;25,00 €;4;0,00
22766;60;25,92 €;3;0,00
22766;71;16,46 €;3;0,00
22767;1;13,72 €;4;0,20
22767;34;10,67 €;4;0,20
22767;68;9,45 €;3;0,20
22767;71;16,46 €;4;0,20
22768;29;94,37 €;4;0,00
22768;59;41,92 €;3;0,00
22769;46;9,15 €;3;0,00
22769;64;25,31 €;3;0,00
22770;11;16,01 €;4;0,25
22770;44;14,79 €;4;0,25
22770;56;28,97 €;4;0,00
22771;10;23,63 €;3;0,00
22771;24;3,35 €;3;0,00
22771;77;9,91 €;3;0,00
22772;44;11,89 €;4;0,00
22772;59;33,54 €;4;0,00
22772;63;26,83 €;4;0,00
22772;73;9,15 €;3;0,00
22773;7;4,25 €;1;0,00
22773;27;26,83 €;4;0,25
22773;44;11,89 €;3;0,00
22773;49;12,20 €;3;0,00
22773;54;4,57 €;4;0,10
22773;60;20,73 €;3;0,25
22773;71;13,11 €;4;0,00
22773;761;3,64 €;1;0,00
22773;1448;9,77 €;1;0,00
22773;1495;12,41 €;1;0,00
22774;4;13,42 €;3;0,00
22774;57;11,89 €;4;0,00
22774;75;4,73 €;4;0,00
22775;71;13,11 €;4;0,00
22776;33;1,52 €;3;0,00
22776;59;33,54 €;4;0,00
22777;24;2,74 €;4;0,05
22777;51;32,32 €;4;0,00
22778;30;19,67 €;4;0,00
22778;40;14,03 €;4;0,20
22778;54;5,64 €;4;0,20
22779;11;16,01 €;3;0,15
22779;18;47,56 €;4;0,15
22779;76;13,72 €;4;0,00
22780;1;13,72 €;3;0,00
22781;29;94,37 €;3;0,00
22781;65;16,01 €;4;0,00
22782;65;16,01 €;3;0,00
22782;75;5,95 €;3;0,00
22783;31;9,45 €;4;0,25
22783;66;12,96 €;4;0,00
22784;20;61,74 €;3;0,05
22785;23;6,86 €;3;0,20
22785;61;21,65 €;3;0,20
22785;70;11,43 €;4;0,20
22786;50;12,35 €;4;0,00
22786;51;40,40 €;3;0,00
22786;55;18,29 €;4;0,00
22787;12;28,97 €;3;0,00
22787;18;47,56 €;4;0,00
22787;56;28,97 €;4;0,00
22788;50;9,91 €;4;0,10
22788;69;21,95 €;4;0,10
22789;2;11,59 €;3;0,15
22789;16;10,67 €;3;0,15
22789;29;75,46 €;3;0,15
22789;61;17,38 €;4;0,15
22790;14;14,18 €;4;0,00
22790;28;27,75 €;4;0,00
22790;40;11,28 €;3;0,00
22790;75;4,73 €;4;0,00
22791;2;14,48 €;1;0,00
22791;10;23,63 €;4;0,00
22791;44;14,83 €;4;0,00
22791;47;7,24 €;1;0,00
22791;70;11,43 €;1;0,00
22791;78;16,77 €;3;0,00
22791;598;7,24 €;1;0,00
22792;55;18,29 €;4;0,05
22792;76;13,72 €;3;0,00
22793;16;13,26 €;4;0,00
22794;31;9,45 €;3;0,00
22794;57;14,94 €;4;0,00
22795;42;10,67 €;3;0,00
22795;49;15,24 €;3;0,15
22795;54;5,64 €;3;0,15
22796;10;23,63 €;3;0,15
22797;19;7,01 €;3;0,00
22797;69;27,44 €;3;0,00
22798;2;14,48 €;1;0,00
22798;24;2,74 €;4;0,00
22798;44;14,83 €;4;0,00
22798;55;14,64 €;3;0,00
22798;75;4,73 €;3;0,00
22798;77;7,93 €;4;0,00
22798;78;16,77 €;3;0,00
22799;24;2,74 €;4;0,00
22799;54;4,57 €;3;0,15
22800;30;15,85 €;4;0,10
22800;53;19,97 €;3;0,10
22800;60;20,73 €;4;0,10
22800;70;9,15 €;3;0,00
22801;11;12,81 €;3;0,00
22801;54;4,57 €;4;0,00
22801;66;10,37 €;4;0,00
22802;12;28,97 €;4;0,25
22802;31;9,45 €;3;0,00
22802;33;1,83 €;3;0,00
22802;60;25,92 €;3;0,25
22803;27;33,54 €;4;0,00
22803;71;16,46 €;4;0,00
22804;2;14,48 €;3;0,05
22804;33;1,83 €;3;0,05
22805;3;7,62 €;4;0,00
22805;76;13,72 €;4;0,00
22806;28;34,76 €;4;0,20
22806;35;13,72 €;3;0,20
22806;45;7,32 €;3;0,20
22806;56;28,97 €;4;0,20
22807;20;61,74 €;4;0,00
22807;38;200,93 €;4;0,00
22808;6;19,06 €;4;0,00
22808;39;13,72 €;3;0,00
22808;60;25,92 €;3;0,00
22808;68;9,45 €;3;0,00
22809;21;7,62 €;3;0,05
22809;56;28,97 €;3;0,05
22809;65;16,01 €;4;0,05
22810;26;23,78 €;4;0,00
22810;33;1,83 €;3;0,00
22810;65;16,01 €;3;0,00
22810;71;16,46 €;4;0,00
22811;18;47,56 €;4;0,00
22811;51;40,40 €;4;0,00
22812;53;19,97 €;4;0,00
22812;77;7,93 €;4;0,00
22813;30;15,85 €;4;0,00
22813;57;11,89 €;4;0,00
22814;5;12,96 €;3;0,00
22814;18;38,11 €;4;0,00
22814;29;75,46 €;4;0,00
22814;33;1,52 €;4;0,00
22814;74;6,10 €;4;0,00
22815;14;14,18 €;3;0,10
22816;17;23,78 €;4;0,00
22816;26;18,90 €;4;0,00
22816;35;10,98 €;4;0,00
22816;41;5,79 €;3;0,00
22817;25;10,67 €;4;0,10
22817;70;11,43 €;4;0,10
22818;70;11,43 €;4;0,00
22818;72;26,53 €;3;0,00
22819;7;22,87 €;3;0,00
22819;18;47,56 €;4;0,00
22819;51;40,40 €;4;0,00
22819;75;5,95 €;4;0,00
22820;31;9,45 €;4;0,10
22820;55;18,29 €;4;0,10
22820;64;25,31 €;4;0,10
22821;4;16,77 €;4;0,00
22821;24;3,35 €;3;0,00
22821;48;9,76 €;3;0,00
22822;3;7,62 €;3;0,00
22822;60;25,92 €;4;0,00
22822;72;26,53 €;3;0,00
22823;13;4,57 €;4;0,20
22823;25;10,67 €;4;0,20
22823;44;14,79 €;4;0,20
22823;64;25,31 €;4;0,00
22824;10;23,63 €;4;0,00
22824;31;9,45 €;3;0,00
22824;77;9,91 €;3;0,00
22825;4;16,77 €;4;0,00
22826;6;19,06 €;4;0,05
22826;28;34,76 €;4;0,00
22827;55;18,29 €;3;0,00
22827;59;41,92 €;3;0,00
22828;30;15,85 €;4;0,00
22828;53;19,97 €;4;0,00
22828;54;4,57 €;4;0,00
22829;59;33,54 €;4;0,00
22829;65;12,81 €;3;0,00
22829;68;7,62 €;4;0,00
22830;1;10,98 €;4;0,00
22830;29;75,46 €;4;0,00
22831;19;5,49 €;4;0,05
22831;33;1,52 €;4;0,00
22832;13;4,57 €;4;0,00
22832;39;13,72 €;4;0,00
22833;54;5,64 €;4;0,00
22833;73;11,43 €;3;0,00
22834;23;6,86 €;3;0,00
22834;46;9,15 €;4;0,00
22834;67;10,67 €;3;0,00
22834;73;11,43 €;4;0,00
22834;75;5,95 €;3;0,00
22835;31;9,45 €;4;0,05
22835;42;10,67 €;4;0,05
22835;45;7,32 €;3;0,05
22835;51;40,40 €;4;0,05
22836;29;94,37 €;4;0,05
22836;30;19,67 €;3;0,05
22837;16;13,26 €;3;0,15
22837;31;9,45 €;3;0,15
22837;45;7,32 €;3;0,00
22837;60;25,92 €;3;0,15
22838;21;7,62 €;4;0,00
22838;47;7,32 €;4;0,00
22838;51;40,40 €;4;0,00
22839;2;14,48 €;4;0,25
22839;5;16,31 €;4;0,00
22839;29;94,37 €;4;0,25
22839;59;41,92 €;4;0,25
22840;36;14,48 €;3;0,00
22840;38;200,93 €;3;0,00
22840;59;41,92 €;3;0,00
22841;62;30,03 €;3;0,00
22841;68;7,62 €;3;0,00
22842;75;5,95 €;2;0,15
22843;27;26,83 €;3;0,25
22843;30;19,67 €;2;0,00
22843;35;13,72 €;2;0,00
22843;64;25,31 €;3;0,00
22843;92;0,00 €;1;0,00
22843;93;4,57 €;3;0,10
22843;635;0,00 €;1;0,00
22843;726;0,00 €;1;0,00
22843;2967;11,89 €;2;0,00
22844;22;16,01 €;3;0,00
22844;35;13,72 €;3;0,00
22844;57;14,94 €;2;0,00
22844;60;25,92 €;3;0,00
22844;64;25,31 €;2;0,00
22845;16;13,26 €;2;0,00
22845;62;37,50 €;2;0,00
22846;55;18,29 €;2;0,00
22846;57;14,94 €;2;0,00
22846;70;11,43 €;2;0,15
22847;14;17,68 €;2;0,00
22847;53;25,00 €;3;0,00
22847;58;10,06 €;2;0,00
22848;77;9,91 €;3;0,25
22849;11;16,01 €;3;0,05
22849;56;28,97 €;3;0,05
22850;1;10,98 €;3;0,00
22850;21;6,10 €;2;0,25
22850;39;10,98 €;2;0,25
22851;7;4,25 €;1;0,00
22851;19;5,49 €;2;0,00
22851;27;26,83 €;3;0,25
22851;44;11,89 €;2;0,00
22851;54;4,57 €;3;0,10
22851;60;20,73 €;2;0,25
22851;65;12,81 €;2;0,00
22851;71;13,11 €;3;0,00
22851;761;3,64 €;1;0,00
22851;1448;9,77 €;1;0,00
22851;1495;12,41 €;1;0,00
22851;2650;8,54 €;3;0,25
22852;17;23,78 €;3;0,00
22852;33;1,52 €;2;0,00
22853;16;13,26 €;2;0,00
22853;43;35,06 €;2;0,00
22853;59;41,92 €;3;0,00
22854;2;11,59 €;4;0,20
22854;5;12,96 €;4;0,20
22854;32;19,51 €;4;0,20
22855;19;5,49 €;4;0,10
22855;24;2,74 €;3;0,10
22855;31;7,62 €;4;0,10
22855;52;4,27 €;4;0,10
22856;55;14,64 €;4;0,05
22856;70;9,15 €;4;0,00
22857;11;16,01 €;4;0,05
22857;56;28,97 €;4;0,05
22858;77;9,91 €;4;0,25
22859;38;200,93 €;4;0,10
22859;71;16,46 €;4;0,00
22860;16;13,26 €;3;0,00
22860;43;35,06 €;3;0,00
22860;59;41,92 €;4;0,00
22861;41;7,32 €;4;0,00
22862;70;11,43 €;3;0,00
22862;77;9,91 €;4;0,00
22863;22;16,01 €;4;0,00
22863;35;13,72 €;4;0,00
22863;57;14,94 €;3;0,00
22863;60;25,92 €;4;0,00
22863;64;25,31 €;3;0,00
22864;5;16,31 €;3;0,00
22864;7;22,87 €;4;0,00
22864;72;26,53 €;4;0,00
22865;69;21,95 €;3;0,00
22865;70;9,15 €;4;0,00
22866;26;18,90 €;4;0,15
22866;72;21,19 €;3;0,15
22867;20;49,39 €;3;0,00
22867;60;20,73 €;4;0,00
22868;19;5,49 €;3;0,00
22868;53;19,97 €;4;0,00
22868;57;11,89 €;3;0,00
22869;10;18,90 €;3;0,05
22870;29;94,37 €;3;0,00
22870;75;5,95 €;3;0,10
22871;16;13,26 €;4;0,10
22871;32;24,39 €;4;0,10
22871;40;14,03 €;4;0,00
22871;75;5,95 €;4;0,10
22872;48;9,76 €;4;0,10
22872;76;13,72 €;4;0,10
22873;23;6,86 €;4;0,00
22874;5;16,31 €;4;0,00
22874;36;14,48 €;4;0,00
22875;40;14,03 €;4;0,20
22876;31;9,45 €;3;0,00
22877;2;14,48 €;3;0,00
22877;68;9,45 €;4;0,00
22878;17;29,73 €;4;0,00
22878;34;10,67 €;4;0,00
22878;41;7,32 €;4;0,00
22879;92;0,00 €;1;0,00
22879;93;0,00 €;1;0,00
22879;133;0,00 €;1;0,00
22879;362;7,32 €;3;0,00
22879;635;0,00 €;1;0,00
22879;654;0,00 €;1;0,00
22879;726;0,00 €;1;0,00
22879;1181;3,35 €;4;0,25
22879;2967;0,00 €;1;0,00
22880;7;22,87 €;3;0,00
22880;13;4,57 €;4;0,00
22880;53;25,00 €;3;0,00
22880;69;27,44 €;4;0,00
22880;76;13,72 €;3;0,00
22881;41;5,79 €;4;0,25
22881;57;11,89 €;4;0,00
22881;62;30,03 €;4;0,25
22881;70;9,15 €;3;0,25
22882;7;4,25 €;1;0,00
22882;27;26,83 €;4;0,25
22882;44;11,89 €;3;0,00
22882;48;9,72 €;1;0,00
22882;60;20,73 €;3;0,25
22882;1448;9,77 €;1;0,00
22882;2650;8,54 €;4;0,25
22883;18;38,11 €;3;0,20
22883;42;8,54 €;4;0,20
22883;47;5,79 €;4;0,20
22884;2;11,59 €;4;0,00
22884;47;5,79 €;4;0,00
22884;61;17,38 €;4;0,00
22884;74;6,10 €;4;0,00
22885;3;7,62 €;4;0,00
22885;26;23,78 €;3;0,00
22885;38;200,93 €;3;0,00
22885;68;9,45 €;3;0,00
22886;33;1,83 €;4;0,00
22886;40;14,03 €;4;0,00
22886;62;37,50 €;4;0,00
22886;64;25,31 €;4;0,00
22887;4;16,77 €;3;0,00
22887;58;10,06 €;4;0,00
22888;36;14,48 €;3;0,00
22888;39;13,72 €;4;0,15
22888;72;26,53 €;3;0,15
22889;59;41,92 €;3;0,05
22890;3;7,62 €;1;0,00
22890;4;16,77 €;1;0,00
22890;6;19,06 €;1;0,00
22890;7;4,25 €;1;0,00
22890;37;19,82 €;4;0,00
22890;56;28,97 €;4;0,15
22890;62;37,50 €;4;0,15
22891;21;7,62 €;4;0,10
22891;44;14,79 €;4;0,00
22891;61;21,65 €;4;0,00
22892;13;4,57 €;4;0,00
22892;59;41,92 €;3;0,00
22893;31;7,62 €;3;0,00
22893;55;14,64 €;4;0,00
22893;69;21,95 €;3;0,00
22894;24;2,74 €;4;0,00
22894;34;8,54 €;4;0,00
22895;26;18,90 €;4;0,00
22895;40;11,28 €;3;0,00
22896;47;5,79 €;3;0,00
22896;59;33,54 €;4;0,00
22897;11;16,01 €;4;0,05
22897;54;5,64 €;3;0,05
22898;45;7,32 €;3;0,00
22898;65;16,01 €;3;0,00
22898;72;26,53 €;4;0,00
22899;13;4,57 €;4;0,00
22899;42;10,67 €;3;0,00
22899;62;37,50 €;4;0,00
22899;69;27,44 €;3;0,00
22900;8;30,49 €;3;0,20
22900;30;19,67 €;4;0,20
22900;75;5,95 €;3;0,20
22901;1;13,72 €;4;0,25
22901;18;47,56 €;3;0,25
22901;36;14,48 €;4;0,25
22902;25;10,67 €;4;0,20
22902;39;13,72 €;4;0,20
22903;13;4,57 €;3;0,05
22903;69;27,44 €;4;0,05
22903;75;5,95 €;4;0,05
22904;18;47,56 €;4;0,00
22904;38;200,93 €;4;0,00
22904;69;27,44 €;4;0,00
22905;40;14,03 €;4;0,20
22905;52;5,34 €;4;0,00
22905;71;16,46 €;3;0,00
